Node X Y; 
1	1211.1	2653.3	;
2	753.73	1851.1	;
3	981.15	1868.5	;
4	1248.3	1915.1	;
5	805.3	2069.8	;
6	1324.8	1575.2	;
7	1595.1	1401.8	;
8	1582	1952.4	;
9	1752.9	1807.6	;
10	1052	853.15	;
11	1253.9	1243.4	;
12	1997.7	738.81	;
13	1564.6	1091.8	;
14	1846.1	1022.8	;
15	1900.2	1448.4	;
16	1375.1	3471.6	;
17	1777.8	3290.2	;
18	1193.7	3886.1	;
19	1729.9	3859.3	;
20	2068.6	3556.7	;
21	2867.6	2578.1	;
22	3249.2	3139.2	;
23	3343.6	2535.8	;
24	1566.5	2340.1	;
25	1640.4	2627.2	;
26	1563.4	2790	;
27	1964.2	2059.2	;
28	2245	2338.2	;
29	3092	1851.1	;
30	3273.4	1935	;
31	3405.7	1193.7	;
32	3663	1102.3	;
33	4032.1	707.74	;
34	2779.4	649.96	;
35	2726	1061.9	;
36	3600.2	306.96	;
37	367.85	1652.2	;
38	380.9	2127.6	;
39	241.71	1898.3	;
40	920.25	2278	;
41	1221	2351.9	;
42	945.73	2657	;
43	1112.3	2136.9	;
44	1339.7	2064.2	;
45	372.82	1465.8	;
46	421.29	790.39	;
47	328.71	1073.1	;
48	957.54	1132.8	;
49	1551.6	785.41	;
50	2026.9	1754.8	;
51	2197.2	1641.1	;
52	2019.5	3198.8	;
53	2316.5	3026.7	;
54	2529	2908	;
55	2547	3522.6	;
56	2816.7	3301.3	;
57	3264.7	2180.4	;
58	3125.5	2410.9	;
59	1848.6	2731.5	;
60	1775.3	2214.6	;
61	1980.3	2735.3	;
62	2163	2668.2	;
63	1985.9	2328.9	;
64	2657	2364.3	;
65	2528.4	2524.6	;
66	2357.5	2635.9	;
67	2244.4	1963.5	;
68	2508.5	1657.8	;
69	2680	1551.6	;
70	3494	1566.5	;
71	3899.7	1035.8	;
72	4165.7	994.82	;
73	3556.1	812.13	;
74	3797.8	817.11	;
75	2366.2	1052	;
76	2443.9	1369.5	;
77	3779.8	280.24	;
78	23.612	2418.4	;
79	628.83	2196.5	;
80	196.35	2724.1	;
81	928.95	1522.4	;
82	2065.4	1298.7	;
83	2438.9	3302	;
84	2823.5	2780.6	;
85	2977	3032.9	;
86	1847.3	2463.1	;
87	2637.7	2076	;
88	2941.6	1656.6	;
89	3214.4	1542.3	;
90	3842.6	1422.9	;
91	3140.4	927.09	;
92	2964	1234.1	;
93	2957.1	859.98	;
94	1391.9	3190.1	;
95	4145.8	1416.7	;
96	444.28	2600.4	;
97	3628.2	2671.9	;
98	3740	1888.3	;
99	933.92	2793.1	;
100	933.3	2794.3	;
101	0	2060.5	;
102	26.719	2720.4	;
103	2072.9	537.49	;
104	1958.6	579.74	;
105	1331	712.09	;
106	3665.5	1253.9	;
107	3978.7	1226	;
108	3782.3	1253.3	;
109	3671.1	1269.5	;
110	2748.3	3046.6	;
111	2730.9	3056.5	;
112	3922.1	1217.9	;
113	2740.9	3036	;
114	2724.1	3047.2	;
115	2735.3	2497.9	;
116	2985.1	3347.3	;
117	2970.2	3356.7	;
118	2947.8	3339.9	;
119	2747.1	2517.8	;
120	2766.3	3073.3	;
121	2845.3	3190.8	;
122	2829.1	3200.7	;
123	2963.3	3330.6	;
124	2934.1	2289.1	;
125	2972.6	2233.8	;
126	2989.4	2247.5	;
127	2906.8	2368.1	;
128	3057.8	3423.8	;
129	2886.9	3285.8	;
130	2854.6	2406	;
131	2869.5	2421.5	;
132	1948.6	1938.1	;
133	1694.5	4058.8	;
134	1685.2	4124.1	;
135	1770.3	2028.8	;
136	1682.1	3974.3	;
137	1674.6	4060.1	;
138	1682.7	3902.2	;
139	1934.3	1913.8	;
140	1705.7	3946.3	;
141	1702.6	3983	;
142	1784	2049.3	;
143	1701.9	3900.4	;
144	2396	2575.6	;
145	2330.8	2478.7	;
146	2347.6	2466.8	;
147	3362.9	1521.1	;
148	3316.3	1624.9	;
149	2119.5	2131.3	;
150	2102.7	2139.4	;
151	3198.8	1890.8	;
152	3178.9	1882.1	;
153	2298.5	2396	;
154	3128.6	1995.8	;
155	3131.7	2036.9	;
156	3113.1	2026.9	;
157	2491.1	2675.6	;
158	2251.2	2361.8	;
159	3259.7	1753.5	;
160	3228.7	1823.7	;
161	3239.2	1744.8	;
162	3128	2043.1	;
163	3343.6	1502.5	;
164	2174.8	2244.4	;
165	3137.9	2026.9	;
166	3118.7	2017	;
167	2187.2	2233.8	;
168	2473.1	2686.8	;
169	3419.4	1306.1	;
170	3415.1	1330.4	;
171	3418.8	1291.2	;
172	3344.2	1070.6	;
173	3364.1	1065.7	;
174	1968.5	1925.6	;
175	3381.5	1465.2	;
176	3392.7	1483.8	;
177	1953.6	1903.3	;
178	2564.4	2650.2	;
179	2553.8	2657.6	;
180	2694.3	2557.6	;
181	2683.1	2565.7	;
182	3358.5	1462.7	;
183	2675	2544.5	;
184	2550.7	2634.6	;
185	3397	1309.2	;
186	3398.9	1293.7	;
187	3313.8	950.08	;
188	3333.7	944.49	;
189	2502.9	2692.4	;
190	4227.8	1191.2	;
191	4226	1175	;
192	2110.2	2903	;
193	2104	2885	;
194	3033.5	2184.1	;
195	3056.5	2112.7	;
196	4271.3	1184.3	;
197	2484.3	2703.6	;
198	3073.9	2125.1	;
199	4112.2	1190.6	;
200	2000.8	2010.1	;
201	2117	2881.9	;
202	2123.2	2899.3	;
203	2032.5	2016.4	;
204	2304.7	2776.9	;
205	2315.2	2796.2	;
206	2205.3	2832.8	;
207	3256	712.09	;
208	3297	794.74	;
209	2654.5	2944.7	;
210	2565	2781.9	;
211	2598.6	2831	;
212	2214	2850.9	;
213	2613.5	2889.4	;
214	2371.8	2765.1	;
215	3277.1	807.16	;
216	3395.8	1191.8	;
217	3393.9	1184.3	;
218	2543.9	2793.1	;
219	2362.5	2746.5	;
220	2292.2	3494.6	;
221	2303.4	3488.4	;
222	1547.8	1416.7	;
223	1504.3	1351.5	;
224	2256.8	3295.8	;
225	2266.2	3333.7	;
226	2354.4	3737.6	;
227	2348.8	3713.9	;
228	2254.3	3341.7	;
229	1485.7	1289.3	;
230	1593.2	1471.4	;
231	1516.8	1337.8	;
232	1552.2	1390.6	;
233	2271.7	3412	;
234	2257.4	3356	;
235	1613.7	1491.9	;
236	2363.7	3731.3	;
237	2358.7	3707.7	;
238	2269.9	3348	;
239	1467.7	1290	;
240	1487.6	1324.1	;
241	1605.6	1459.6	;
242	2325.8	3580.4	;
243	1626.1	1481.3	;
244	1655.3	1501.2	;
245	2246.3	3308.2	;
246	1682.7	1536.7	;
247	2214.6	3151	;
248	2251.8	3125.5	;
249	2162.4	3011.8	;
250	2194.1	3090.7	;
251	2219.5	3213.1	;
252	2202.1	3114.3	;
253	2169.8	3067.7	;
254	2149.3	3017.4	;
255	3210.6	1336.6	;
256	2847.8	1388.2	;
257	3087.6	1338.4	;
258	1377	1135.9	;
259	2840.3	1373.9	;
260	2839	1390	;
261	1372	1148.9	;
262	1366.4	1140.8	;
263	1817.5	2113.9	;
264	2059.8	2757	;
265	1822.5	2155.5	;
266	2184.8	2555.1	;
267	1836.2	2148.1	;
268	2017.6	2163	;
269	2035.6	2633.4	;
270	2021.9	2640.2	;
271	2090.3	2844.6	;
272	1883.4	2264.3	;
273	1897.7	2255	;
274	2302.2	3308.8	;
275	2310.9	3320.6	;
276	3185.8	2195.9	;
277	3144.8	2256.2	;
278	3198.2	2778.8	;
279	3441.2	2171.7	;
280	3549.9	2213.3	;
281	3666.1	2247.5	;
282	3669.2	2259.3	;
283	3554.3	2205.9	;
284	3193.2	2787.5	;
285	3101.3	2317.1	;
286	1680.2	3878	;
287	2555.7	3148.5	;
288	1771.5	2058	;
289	2561.9	3159.7	;
290	1700.1	3877.4	;
291	1759.7	2038.7	;
292	837.61	1194.3	;
293	788.52	895.4	;
294	219.97	2051.1	;
295	96.934	2109.6	;
296	170.26	2146.2	;
297	227.42	1987.1	;
298	597.14	1801.4	;
299	252.28	1771.5	;
300	458.57	2013.9	;
301	873.65	905.96	;
302	993.57	1214.8	;
303	567.31	2028.2	;
304	239.85	2182.9	;
305	577.26	1973.5	;
306	258.49	2193.4	;
307	2757.7	2638.3	;
308	2744.6	2648.3	;
309	2647.7	2720.4	;
310	1990.3	2499.2	;
311	1603.1	3159.1	;
312	1601.3	3110	;
313	1595.1	3011.2	;
314	1618.7	3009.3	;
315	1618.1	3044.1	;
316	666.73	1235.9	;
317	735.08	1350.9	;
318	653.68	1339.7	;
319	533.76	1304.9	;
320	531.27	1324.8	;
321	645.61	1401.8	;
322	919.63	1350.9	;
323	1919.4	2297.2	;
324	917.15	1372	;
325	656.17	1319.8	;
326	735.71	1328.5	;
327	452.98	1295.6	;
328	814	1362.1	;
329	817.11	1338.4	;
330	639.39	1448.4	;
331	663.01	1275.7	;
332	2304.1	3741.3	;
333	2136.3	3438.1	;
334	2035	3505.8	;
335	1959.8	3557.4	;
336	2097.1	3835.7	;
337	2102.1	3811.5	;
338	3934.5	810.89	;
339	3938.3	817.11	;
340	3730.7	1057	;
341	3574.8	1100.4	;
342	3894.8	868.06	;
343	4014.7	730.11	;
344	3796.6	1012.8	;
345	3727.6	1046.4	;
346	3793.5	1001.7	;
347	4025.9	705.88	;
348	4033.3	699.04	;
349	3822.7	954.43	;
350	3834.5	951.94	;
351	3826.4	964.99	;
352	3636.3	1071.9	;
353	2961.5	2520.3	;
354	3316.9	2111.4	;
355	2985.7	2908.7	;
356	3257.2	2087.2	;
357	3098.8	2829.7	;
358	3253.5	2096.5	;
359	3181.4	2775	;
360	2955.9	2530.2	;
361	2796.2	3004.3	;
362	3188.9	2768.8	;
363	2129.4	3426.3	;
364	1952.4	3545.6	;
365	1916.3	3487.1	;
366	1662.8	3467.9	;
367	2028.2	3494.6	;
368	1641.1	3470.4	;
369	2048	3265.9	;
370	1931.2	3346.7	;
371	1652.2	3592.2	;
372	1648.5	3540	;
373	1858.5	3394.6	;
374	796.6	1480.7	;
375	680.4	1112.9	;
376	674.81	1176.3	;
377	2258.7	588.44	;
378	786.66	1545.3	;
379	2330.8	700.29	;
380	973.07	1360.2	;
381	976.18	1338.4	;
382	755.59	1184.3	;
383	518.85	1385.7	;
384	512.63	1431.6	;
385	969.34	1377.6	;
386	985.5	3941.4	;
387	1543.5	3886.7	;
388	1493.8	3890.4	;
389	1670.3	3778	;
390	1326	3719.5	;
391	1660.9	3684.1	;
392	1395.6	3923.3	;
393	1345.9	3925.2	;
394	1544.1	3912.8	;
395	1209.8	3831.4	;
396	1445.9	3919.6	;
397	1237.8	3725.8	;
398	1241.5	3712.1	;
399	3488.4	231.77	;
400	3396.4	272.78	;
401	2862	1457.7	;
402	2849.6	1460.8	;
403	2840.3	1408	;
404	2892.5	1451.5	;
405	2061.1	3717.1	;
406	2691.8	3276.5	;
407	2737.8	3472.9	;
408	2771.3	3533.1	;
409	2866.4	3427.5	;
410	2752.7	3499.6	;
411	2588	3209.4	;
412	2642.7	3303.8	;
413	1720.6	2991.9	;
414	2441.4	3684.1	;
415	1693.2	2993.2	;
416	1718.7	2982	;
417	1779	2962.7	;
418	2461.3	3672.3	;
419	2429.6	3664.2	;
420	2510.3	3615.8	;
421	2527.7	3605.2	;
422	2054.3	2898.1	;
423	2002.1	2909.3	;
424	2009.5	2924.8	;
425	2522.2	3636.9	;
426	2622.2	3546.8	;
427	2633.4	3568.5	;
428	2449.5	3651.8	;
429	2846.5	2415.3	;
430	2862	2430.8	;
431	2115.1	824.56	;
432	2028.2	859.36	;
433	2006.4	710.23	;
434	1967.3	606.46	;
435	3469.1	748.13	;
436	3357.9	777.96	;
437	1992.1	716.44	;
438	2077.9	562.96	;
439	2120.1	661.76	;
440	2310.3	712.72	;
441	2174.8	797.22	;
442	2015.7	829.53	;
443	1978.5	740.06	;
444	1962.3	728.25	;
445	3469.8	905.96	;
446	3543.1	1021.5	;
447	1732.4	729.49	;
448	1807	676.05	;
449	2848.4	3398.3	;
450	2697.4	3399.5	;
451	1522.4	3682.3	;
452	1660.3	3668.6	;
453	2782.5	3553.6	;
454	1187.4	3913.4	;
455	1595.7	2972.6	;
456	1627.4	2435.8	;
457	1731.8	2833.5	;
458	1913.2	687.24	;
459	1893.3	636.29	;
460	1949.3	733.84	;
