1;-117.880142;33.871156
2;-117.815161;33.850173
3;-117.831044;33.759772
4;-117.867542;33.767953
5;-118.010965;33.7746
6;-118.007803;33.856026
7;-118.006297;33.870944
8;-117.998152;33.869755
9;-117.968265;33.870047
10;-117.932897;33.870295
11;-117.889437;33.866481
12;-117.862082;33.876164
13;-117.846926;33.853794
14;-117.812718;33.810656
15;-117.818285;33.787764
16;-117.851844;33.760028
17;-117.88486;33.766832
18;-117.928803;33.75246
19;-117.963603;33.752066
20;-117.98952;33.752073
21;-118.011029;33.795437
22;-118.010733;33.824615
23;-118.010412;33.846473
24;-117.842138;33.798374
25;-117.840714;33.825609
26;-117.849396;33.860775
27;-117.882737;33.811373
28;-117.881669;33.828912
29;-117.90691;33.866173
30;-117.93213;33.781382
31;-117.91966;33.810051
32;-117.928902;33.838973
33;-117.933014;33.864679
34;-117.967238;33.781168
35;-117.967539;33.824847
36;-117.968064;33.864738
37;-117.984137;33.78111
38;-117.984894;33.83938
39;-117.853043;33.798257
40;-117.852863;33.82523
41;-117.859827;33.858037
42;-117.889242;33.810567
43;-117.889323;33.82822
44;-117.906821;33.859585
45;-117.923584;33.781615
46;-117.915271;33.809779
47;-117.921686;33.840654
48;-117.933072;33.859522
49;-117.967296;33.788452
50;-117.967617;33.832344
51;-117.968064;33.859173
52;-117.992819;33.780935
53;-117.995441;33.839322
54;-117.876971;33.780788
55;-117.881679;33.782691
56;-117.87984;33.784093
57;-117.87859;33.778708
58;-117.872971;33.775866
59;-117.879218;33.780258
60;-117.877759;33.781659
61;-117.883354;33.779822
62;-117.820354;33.846533
63;-117.824516;33.844572
64;-117.831699;33.841052
65;-117.833397;33.839528
66;-117.835066;33.83675
67;-117.834598;33.831705
68;-117.831711;33.814389
69;-117.8317;33.806999
70;-117.830722;33.791732
71;-117.830805;33.785542
72;-117.830857;33.781027
73;-117.830722;33.772954
74;-117.830597;33.768192
75;-117.831359;33.768145
76;-117.831159;33.77311
77;-117.831232;33.781308
78;-117.831211;33.785417
79;-117.831128;33.791722
80;-117.832007;33.807119
81;-117.83224;33.813673
82;-117.834018;33.829796
83;-117.834325;33.838786
84;-117.832291;33.840886
85;-117.830918;33.842086
86;-117.82297;33.845693
